id,date,debit,credit,amount_cents,currency
t001824,2026-02-18,4000,2000,90390,USD
t001825,2026-02-18,4000,1000,5494,USD
t001826,2026-02-18,1000,4471,5231,USD
t001827,2026-02-18,1000,4471,36851,USD
t001828,2026-02-18,4000,1000,6035,USD
t001829,2026-02-18,6000,1000,187032,USD
t001830,2026-02-18,4000,2000,6016,USD
t001831,2026-02-18,1000,3000,8532,USD
t001832,2026-02-18,1200,3000,71952,USD
t001833,2026-02-18,4000,1000,36168,USD
t001834,2026-02-18,2000,1000,8702,USD
t001835,2026-02-18,4000,1000,65195,USD
t001836,2026-02-18,2000,1000,6578,USD
t001837,2026-02-18,1000,3000,60676,USD
t001838,2026-02-18,1000,3000,1719,USD
t001839,2026-02-18,4000,1000,8349,USD
t001840,2026-02-19,4000,2000,222652,USD
t001841,2026-02-19,2000,1000,5468,USD
t001842,2026-02-19,1000,1200,5494,USD
t001843,2026-02-19,4000,1000,1089,USD
t001844,2026-02-19,4000,2000,25087,USD
t001845,2026-02-19,2000,1000,181230,USD
t001846,2026-02-19,1000,3000,129386,USD
t001847,2026-02-19,4000,2000,150904,USD
t001848,2026-02-19,2000,1000,72895,USD
t001849,2026-02-19,2000,1000,7916,USD
t001850,2026-02-19,1000,1200,163407,USD
t001851,2026-02-19,4000,2000,236954,USD
t001852,2026-02-19,4000,1000,15699,USD
t001853,2026-02-19,1000,3000,173143,USD
t001854,2026-02-19,1200,3000,225040,USD
t001855,2026-02-19,4000,1000,6030,USD
t001856,2026-02-19,1000,4471,9176,USD
t001857,2026-02-19,4000,1000,193424,USD
t001858,2026-02-19,6000,1000,240287,USD
t001859,2026-02-19,1000,1200,38658,USD
t001860,2026-02-19,2000,1000,16097,USD
t001861,2026-02-19,1200,3000,87822,USD
t001862,2026-02-19,4000,1000,108953,USD
t001863,2026-02-19,6000,1000,45713,USD
t001864,2026-02-19,1000,3000,74603,USD
t001865,2026-02-19,2000,1000,8558,USD
t001866,2026-02-19,1000,4471,9266,USD
t001867,2026-02-19,6000,1000,3059,USD
t001868,2026-02-19,2000,1000,143179,USD
t001869,2026-02-19,1000,4471,19646,USD
t001870,2026-02-19,6000,1000,131559,USD
t001871,2026-02-19,4471,3000,9977,USD
t001872,2026-02-19,1000,1200,106085,USD
t001873,2026-02-19,4000,2000,56927,USD
t001874,2026-02-19,4000,2000,55117,USD
t001875,2026-02-19,4471,3000,5602,USD
t001876,2026-02-19,2000,1000,8818,USD
t001877,2026-02-19,1000,3000,6509,USD
t001878,2026-02-19,1000,4471,5804,USD
t001879,2026-02-19,1000,3000,119660,USD
t001880,2026-02-20,4471,3000,172010,USD
t001881,2026-02-20,1000,3000,235113,USD
t001882,2026-02-20,2000,1000,9002,USD
t001883,2026-02-20,1000,1200,16921,USD
t001884,2026-02-20,4000,2000,9995,USD
t001885,2026-02-20,1000,3000,3576,USD
t001886,2026-02-20,2000,1000,8423,USD
t001887,2026-02-20,1000,3000,9151,USD
t001888,2026-02-20,4000,1000,130179,USD
t001889,2026-02-20,2000,1000,93936,USD
t001890,2026-02-20,4000,1000,109046,USD
t001891,2026-02-20,4000,2000,139730,USD
t001892,2026-02-20,4000,2000,236408,USD
t001893,2026-02-20,4471,3000,14418,USD
t001894,2026-02-20,1200,3000,6345,USD
t001895,2026-02-20,6000,1000,8898,USD
t001896,2026-02-20,2000,1000,22745,USD
t001897,2026-02-20,4471,3000,87110,USD
t001898,2026-02-20,4000,1000,197874,USD
t001899,2026-02-20,1000,4471,46979,USD
t001900,2026-02-20,1200,3000,82297,USD
t001901,2026-02-20,1000,3000,99176,USD
t001902,2026-02-20,1000,3000,5166,USD
t001903,2026-02-20,1000,4471,178147,USD
t001904,2026-02-20,6000,1000,232699,USD
t001905,2026-02-20,1000,3000,1956,USD
t001906,2026-02-20,2000,1000,180528,USD
t001907,2026-02-20,1000,3000,203417,USD
t001908,2026-02-20,1000,1200,15915,USD
t001909,2026-02-20,1200,3000,350,USD
t001910,2026-02-20,1000,4471,162196,USD
t001911,2026-02-20,4000,2000,123381,USD
t001912,2026-02-20,4000,1000,236181,USD
t001913,2026-02-20,1000,1200,4401,USD
t001914,2026-02-20,1000,3000,18033,USD
t001915,2026-02-20,1000,1200,2487,USD
t001916,2026-02-20,1000,1200,180760,USD
t001917,2026-02-20,6000,1000,236201,USD
t001918,2026-02-20,4471,3000,114313,USD
t001919,2026-02-20,1000,4471,145529,USD
t001920,2026-02-21,1000,3000,9568,USD
t001921,2026-02-21,1000,4471,5462,USD
t001922,2026-02-21,4000,2000,58153,USD
t001923,2026-02-21,2000,1000,190107,USD
t001924,2026-02-21,4000,1000,398,USD
t001925,2026-02-21,1000,3000,5398,USD
t001926,2026-02-21,4000,2000,49974,USD
t001927,2026-02-21,1200,3000,44378,USD
t001928,2026-02-21,2000,1000,5422,USD
t001929,2026-02-21,4471,3000,6677,USD
t001930,2026-02-21,4000,2000,9639,USD
t001931,2026-02-21,1000,1200,7820,USD
t001932,2026-02-21,2000,1000,91843,USD
t001933,2026-02-21,4000,1000,203708,USD
t001934,2026-02-21,1000,1200,177177,USD
t001935,2026-02-21,1000,4471,6668,USD
t001936,2026-02-21,6000,1000,8856,USD
t001937,2026-02-21,1000,3000,69473,USD
t001938,2026-02-21,1200,3000,7664,USD
t001939,2026-02-21,4000,2000,53895,USD
t001940,2026-02-21,2000,1000,7589,USD
t001941,2026-02-21,6000,1000,26445,USD
t001942,2026-02-21,4000,1000,9194,USD
t001943,2026-02-21,2000,1000,548,USD
t001944,2026-02-21,6000,1000,74292,USD
t001945,2026-02-21,2000,1000,144904,USD
t001946,2026-02-21,4000,1000,232090,USD
t001947,2026-02-21,1000,3000,8825,USD
t001948,2026-02-21,1200,3000,225969,USD
t001949,2026-02-21,2000,1000,181788,USD
t001950,2026-02-21,1000,1200,35345,USD
t001951,2026-02-21,1200,3000,137524,USD
t001952,2026-02-21,2000,1000,232357,USD
t001953,2026-02-21,6000,1000,6849,USD
t001954,2026-02-21,2000,1000,196314,USD
t001955,2026-02-21,1000,1200,5141,USD
t001956,2026-02-21,6000,1000,179625,USD
t001957,2026-02-21,1000,4471,3471,USD
t001958,2026-02-21,4000,2000,21883,USD
t001959,2026-02-21,4000,2000,2375,USD
t001960,2026-02-22,1000,3000,104861,USD
t001961,2026-02-22,2000,1000,4420,USD
t001962,2026-02-22,2000,1000,58001,USD
t001963,2026-02-22,1200,3000,24893,USD
t001964,2026-02-22,2000,1000,141575,USD
t001965,2026-02-22,1000,3000,222488,USD
t001966,2026-02-22,1000,1200,3199,USD
t001967,2026-02-22,4000,2000,6807,USD
t001968,2026-02-22,1000,1200,5824,USD
t001969,2026-02-22,1000,3000,187881,USD
t001970,2026-02-22,2000,1000,84289,USD
t001971,2026-02-22,4000,1000,56781,USD
t001972,2026-02-22,1200,3000,60022,USD
t001973,2026-02-22,2000,1000,776,USD
t001974,2026-02-22,4000,2000,8245,USD
t001975,2026-02-22,1000,3000,11897,USD
t001976,2026-02-22,1200,3000,229906,USD
t001977,2026-02-22,4000,2000,89013,USD
t001978,2026-02-22,4000,2000,99427,USD
t001979,2026-02-22,1000,3000,120264,USD
t001980,2026-02-22,2000,1000,244106,USD
t001981,2026-02-22,1000,4471,147936,USD
t001982,2026-02-22,6000,1000,146625,USD
t001983,2026-02-22,1200,3000,115978,USD
t001984,2026-02-22,1000,3000,94024,USD
t001985,2026-02-22,4000,2000,3020,USD
t001986,2026-02-22,2000,1000,76784,USD
t001987,2026-02-22,1000,1200,6570,USD
t001988,2026-02-22,1200,3000,2675,USD
t001989,2026-02-22,1200,3000,6404,USD
t001990,2026-02-22,4471,3000,8418,USD
t001991,2026-02-22,2000,1000,50711,USD
t001992,2026-02-22,1200,3000,68712,USD
t001993,2026-02-22,1200,3000,30695,USD
t001994,2026-02-22,4000,1000,15460,USD
t001995,2026-02-22,1000,3000,112888,USD
t001996,2026-02-22,1000,3000,4000,USD
t001997,2026-02-22,1000,3000,161261,USD
t001998,2026-02-22,6000,1000,4529,USD
t001999,2026-02-22,4000,2000,12251,USD
t002000,2026-02-23,1200,3000,9752,USD
t002001,2026-02-23,2000,1000,9103,USD
t002002,2026-02-23,1200,3000,77928,USD
t002003,2026-02-23,2000,1000,81998,USD
t002004,2026-02-23,6000,1000,239663,USD
t002005,2026-02-23,1200,3000,9638,USD
t002006,2026-02-23,2000,1000,6684,USD
t002007,2026-02-23,6000,1000,209038,USD
t002008,2026-02-23,1200,3000,128921,USD
t002009,2026-02-23,6000,1000,196062,USD
t002010,2026-02-23,1000,1200,4096,USD
t002011,2026-02-23,2000,1000,5348,USD
t002012,2026-02-23,4000,1000,6376,USD
t002013,2026-02-23,1200,3000,94624,USD
t002014,2026-02-23,1200,3000,85451,USD
t002015,2026-02-23,4000,1000,7477,USD
t002016,2026-02-23,2000,1000,40901,USD
t002017,2026-02-23,1000,1200,2828,USD
t002018,2026-02-23,1200,3000,248511,USD
t002019,2026-02-23,2000,1000,46020,USD
t002020,2026-02-23,1000,4471,204043,USD
t002021,2026-02-23,1200,3000,95791,USD
t002022,2026-02-23,6000,1000,163244,USD
t002023,2026-02-23,4000,1000,7165,USD
t002024,2026-02-23,1000,1200,8050,USD
t002025,2026-02-23,2000,1000,38254,USD
t002026,2026-02-23,2000,1000,10948,USD
t002027,2026-02-23,1000,3000,3021,USD
t002028,2026-02-23,1000,1200,78921,USD
t002029,2026-02-23,4000,2000,190342,USD
t002030,2026-02-23,1000,4471,8599,USD
t002031,2026-02-23,1000,3000,8570,USD
t002032,2026-02-23,2000,1000,60962,USD
t002033,2026-02-23,1000,3000,160581,USD
t002034,2026-02-23,4000,2000,138580,USD
t002035,2026-02-23,4000,2000,36693,USD
t002036,2026-02-23,4000,2000,70049,USD
t002037,2026-02-23,4000,1000,4942,USD
t002038,2026-02-23,1000,3000,203000,USD
t002039,2026-02-23,4000,2000,70844,USD
t002040,2026-02-24,1000,3000,165354,USD
t002041,2026-02-24,4000,2000,78323,USD
t002042,2026-02-24,6000,1000,13588,USD
t002043,2026-02-24,1000,4471,5127,USD
t002044,2026-02-24,2000,1000,5240,USD
t002045,2026-02-24,1000,1200,8627,USD
t002046,2026-02-24,1200,3000,39348,USD
t002047,2026-02-24,6000,1000,21977,USD
t002048,2026-02-24,4000,1000,5908,USD
t002049,2026-02-24,4000,1000,8109,USD
t002050,2026-02-24,4000,2000,6792,USD
t002051,2026-02-24,6000,1000,67899,USD
t002052,2026-02-24,4000,2000,2028,USD
t002053,2026-02-24,4000,1000,3772,USD
t002054,2026-02-24,4471,3000,98476,USD
t002055,2026-02-24,1000,3000,77870,USD
t002056,2026-02-24,1200,3000,204411,USD
t002057,2026-02-24,4000,1000,117541,USD
t002058,2026-02-24,1000,1200,127954,USD
t002059,2026-02-24,1000,1200,2992,USD
t002060,2026-02-24,6000,1000,194381,USD
t002061,2026-02-24,1000,1200,107621,USD
t002062,2026-02-24,1000,3000,3148,USD
t002063,2026-02-24,6000,1000,127234,USD
t002064,2026-02-24,1000,1200,38619,USD
t002065,2026-02-24,1000,4471,217390,USD
t002066,2026-02-24,1200,3000,234825,USD
t002067,2026-02-24,6000,1000,218518,USD
t002068,2026-02-24,6000,1000,634,USD
t002069,2026-02-24,4000,2000,153728,USD
t002070,2026-02-24,1200,3000,86606,USD
t002071,2026-02-24,1200,3000,234186,USD
t002072,2026-02-24,1000,1200,2526,USD
t002073,2026-02-24,1000,4471,7542,USD
t002074,2026-02-24,4000,2000,138118,USD
t002075,2026-02-24,4000,2000,157961,USD
t002076,2026-02-24,1200,3000,108852,USD
t002077,2026-02-24,2000,1000,236284,USD
t002078,2026-02-24,1000,1200,93626,USD
t002079,2026-02-24,1000,1200,4279,USD
t002080,2026-02-25,4471,3000,49796,USD
t002081,2026-02-25,1000,1200,30356,USD
t002082,2026-02-25,1200,3000,7088,USD
t002083,2026-02-25,6000,1000,8378,USD
t002084,2026-02-25,6000,1000,6835,USD
t002085,2026-02-25,4000,2000,28686,USD
t002086,2026-02-25,1000,1200,97784,USD
t002087,2026-02-25,1200,3000,4327,USD
t002088,2026-02-25,1000,1200,97723,USD
t002089,2026-02-25,6000,1000,144981,USD
t002090,2026-02-25,1000,1200,157355,USD
t002091,2026-02-25,1000,1200,935,USD
t002092,2026-02-25,1000,3000,500,USD
t002093,2026-02-25,1200,3000,125594,USD
t002094,2026-02-25,1000,1200,139717,USD
t002095,2026-02-25,1000,4471,182266,USD
t002096,2026-02-25,2000,1000,115541,USD
t002097,2026-02-25,4000,1000,8599,USD
t002098,2026-02-25,1000,3000,84875,USD
t002099,2026-02-25,2000,1000,174303,USD
t002100,2026-02-25,2000,1000,166116,USD
t002101,2026-02-25,2000,1000,7679,USD
t002102,2026-02-25,4000,2000,155178,USD
t002103,2026-02-25,1000,3000,139642,USD
t002104,2026-02-25,4000,2000,129600,USD
t002105,2026-02-25,4000,2000,214481,USD
t002106,2026-02-25,1000,3000,4088,USD
t002107,2026-02-25,6000,1000,36637,USD
t002108,2026-02-25,1000,4471,233522,USD
t002109,2026-02-25,1000,1200,3196,USD
t002110,2026-02-25,1000,1200,1573,USD
t002111,2026-02-25,1000,4471,854,USD
t002112,2026-02-25,4000,1000,735,USD
t002113,2026-02-25,4000,2000,70800,USD
t002114,2026-02-25,4000,1000,204086,USD
t002115,2026-02-25,4000,1000,19796,USD
t002116,2026-02-25,1000,3000,7342,USD
t002117,2026-02-25,1000,1200,115099,USD
t002118,2026-02-25,4000,2000,203838,USD
t002119,2026-02-25,4000,2000,8519,USD
t002120,2026-02-26,1000,3000,216248,USD
t002121,2026-02-26,6000,1000,5163,USD
t002122,2026-02-26,1200,3000,116663,USD
t002123,2026-02-26,1000,1200,6723,USD
t002124,2026-02-26,4471,3000,2727,USD
t002125,2026-02-26,6000,1000,90863,USD
t002126,2026-02-26,4471,3000,23732,USD
t002127,2026-02-26,4000,1000,227519,USD
t002128,2026-02-26,2000,1000,7313,USD
t002129,2026-02-26,2000,1000,143115,USD
t002130,2026-02-26,2000,1000,231431,USD
t002131,2026-02-26,4000,1000,245523,USD
t002132,2026-02-26,1000,1200,5496,USD
t002133,2026-02-26,2000,1000,221678,USD
t002134,2026-02-26,1200,3000,118212,USD
t002135,2026-02-26,1000,1200,834,USD
t002136,2026-02-26,1000,1200,299,USD
t002137,2026-02-26,1000,1200,159957,USD
t002138,2026-02-26,2000,1000,3201,USD
t002139,2026-02-26,4000,1000,2958,USD
t002140,2026-02-26,4000,1000,2422,USD
t002141,2026-02-26,6000,1000,53420,USD
t002142,2026-02-26,1200,3000,39343,USD
t002143,2026-02-26,1000,3000,5420,USD
t002144,2026-02-26,1000,3000,217997,USD
t002145,2026-02-26,1200,3000,55843,USD
t002146,2026-02-26,1000,1200,9241,USD
t002147,2026-02-26,1200,3000,6847,USD
t002148,2026-02-26,1200,3000,85007,USD
t002149,2026-02-26,1000,1200,8804,USD
t002150,2026-02-26,1000,3000,2515,USD
t002151,2026-02-26,6000,1000,194963,USD
t002152,2026-02-26,4000,1000,77690,USD
t002153,2026-02-26,4000,1000,124281,USD
t002154,2026-02-26,4471,3000,175262,USD
t002155,2026-02-26,1000,3000,42374,USD
t002156,2026-02-26,4471,3000,2927,USD
t002157,2026-02-26,4000,2000,47985,USD
t002158,2026-02-26,4000,2000,9248,USD
t002159,2026-02-26,1200,3000,174371,USD
t002160,2026-02-27,6000,1000,9082,USD
t002161,2026-02-27,1000,3000,191489,USD
t002162,2026-02-27,6000,1000,115731,USD
t002163,2026-02-27,1200,3000,2021,USD
t002164,2026-02-27,1000,1200,156593,USD
t002165,2026-02-27,1200,3000,85158,USD
t002166,2026-02-27,2000,1000,71535,USD
t002167,2026-02-27,1000,3000,109485,USD
t002168,2026-02-27,6000,1000,127157,USD
t002169,2026-02-27,1000,1200,5982,USD
t002170,2026-02-27,4000,2000,246311,USD
t002171,2026-02-27,1000,1200,1650,USD
t002172,2026-02-27,2000,1000,87463,USD
t002173,2026-02-27,1200,3000,138148,USD
t002174,2026-02-27,2000,1000,38105,USD
t002175,2026-02-27,2000,1000,157171,USD
t002176,2026-02-27,6000,1000,88353,USD
t002177,2026-02-27,6000,1000,133871,USD
t002178,2026-02-27,1000,3000,147827,USD
t002179,2026-02-27,6000,1000,14475,USD
t002180,2026-02-27,4471,3000,1331,USD
t002181,2026-02-27,4471,3000,69031,USD
t002182,2026-02-27,2000,1000,8209,USD
t002183,2026-02-27,4000,2000,5240,USD
t002184,2026-02-27,1000,1200,164189,USD
t002185,2026-02-27,1000,1200,59075,USD
t002186,2026-02-27,4000,2000,3699,USD
t002187,2026-02-27,4000,1000,70014,USD
t002188,2026-02-27,1000,1200,9881,USD
t002189,2026-02-27,1200,3000,52070,USD
t002190,2026-02-27,6000,1000,187243,USD
t002191,2026-02-27,4000,2000,6511,USD
t002192,2026-02-27,1000,1200,119890,USD
t002193,2026-02-27,4000,2000,190358,USD
t002194,2026-02-27,6000,1000,48467,USD
t002195,2026-02-27,2000,1000,1681,USD
t002196,2026-02-27,1000,4471,82592,USD
t002197,2026-02-27,4471,3000,50329,USD
t002198,2026-02-27,1000,4471,218310,USD
t002199,2026-02-27,4000,1000,74804,USD
t002200,2026-02-28,1200,3000,175903,USD
t002201,2026-02-28,2000,1000,176611,USD
t002202,2026-02-28,1000,1200,242290,USD
t002203,2026-02-28,4000,2000,7140,USD
t002204,2026-02-28,4000,2000,8751,USD
t002205,2026-02-28,4471,3000,70759,USD
t002206,2026-02-28,4000,2000,2796,USD
t002207,2026-02-28,4000,1000,238969,USD
t002208,2026-02-28,4000,2000,2468,USD
t002209,2026-02-28,1200,3000,110247,USD
t002210,2026-02-28,6000,1000,9015,USD
t002211,2026-02-28,1000,4471,138507,USD
t002212,2026-02-28,1000,1200,115595,USD
t002213,2026-02-28,6000,1000,6546,USD
t002214,2026-02-28,4000,1000,92030,USD
t002215,2026-02-28,1000,1200,218010,USD
t002216,2026-02-28,4471,3000,168049,USD
t002217,2026-02-28,4000,1000,6739,USD
t002218,2026-02-28,2000,1000,216823,USD
t002219,2026-02-28,4000,1000,205779,USD
t002220,2026-02-28,1000,1200,121062,USD
t002221,2026-02-28,4000,2000,27644,USD
t002222,2026-02-28,6000,1000,241933,USD
t002223,2026-02-28,1000,1200,7225,USD
t002224,2026-02-28,6000,1000,1722,USD
t002225,2026-02-28,1200,3000,63498,USD
t002226,2026-02-28,1200,3000,166003,USD
t002227,2026-02-28,1000,4471,154360,USD
t002228,2026-02-28,1000,4471,7950,USD
t002229,2026-02-28,4000,1000,960,USD
t002230,2026-02-28,2000,1000,138990,USD
t002231,2026-02-28,4000,2000,4540,USD
t002232,2026-02-28,6000,1000,230368,USD
t002233,2026-02-28,1000,1200,55066,USD
t002234,2026-02-28,1200,3000,109955,USD
t002235,2026-02-28,4000,1000,247415,USD
t002236,2026-02-28,6000,1000,3864,USD
t002237,2026-02-28,4000,2000,423,USD
t002238,2026-02-28,2000,1000,316,USD
t002239,2026-02-28,1200,3000,166359,USD
t002240,2026-03-01,2000,1000,2786,USD
t002241,2026-03-01,1000,3000,133353,USD
t002242,2026-03-01,4471,3000,129639,USD
t002243,2026-03-01,2000,1000,59888,USD
t002244,2026-03-01,1000,1200,30388,USD
t002245,2026-03-01,4000,1000,161838,USD
t002246,2026-03-01,1000,4471,136321,USD
t002247,2026-03-01,2000,1000,19812,USD
t002248,2026-03-01,2000,1000,2559,USD
t002249,2026-03-01,6000,1000,111813,USD
t002250,2026-03-01,4000,1000,138209,USD
t002251,2026-03-01,1000,1200,4602,USD
t002252,2026-03-01,4000,1000,7227,USD
t002253,2026-03-01,6000,1000,5518,USD
t002254,2026-03-01,6000,1000,30969,USD
t002255,2026-03-01,1200,3000,9338,USD
t002256,2026-03-01,1000,4471,145898,USD
t002257,2026-03-01,2000,1000,2656,USD
t002258,2026-03-01,2000,1000,62675,USD
t002259,2026-03-01,2000,1000,227333,USD
t002260,2026-03-01,1200,3000,115143,USD
t002261,2026-03-01,2000,1000,7345,USD
t002262,2026-03-01,4000,2000,133305,USD
t002263,2026-03-01,1200,3000,74292,USD
t002264,2026-03-01,1200,3000,240749,USD
t002265,2026-03-01,6000,1000,8681,USD
t002266,2026-03-01,2000,1000,62892,USD
t002267,2026-03-01,1000,1200,7387,USD
t002268,2026-03-01,1000,4471,135489,USD
t002269,2026-03-01,2000,1000,1985,USD
t002270,2026-03-01,6000,1000,6662,USD
t002271,2026-03-01,4000,1000,239394,USD
t002272,2026-03-01,1200,3000,245706,USD
t002273,2026-03-01,4000,1000,6443,USD
t002274,2026-03-01,1000,3000,159635,USD
t002275,2026-03-01,1000,3000,112570,USD
t002276,2026-03-01,4000,2000,5302,USD
t002277,2026-03-01,2000,1000,6615,USD
t002278,2026-03-01,4000,1000,6056,USD
t002279,2026-03-01,4000,2000,3459,USD
t002280,2026-03-02,1000,1200,112792,USD
t002281,2026-03-02,1200,3000,9629,USD
t002282,2026-03-02,1200,3000,74105,USD
t002283,2026-03-02,1000,4471,4690,USD
t002284,2026-03-02,1000,3000,14275,USD
t002285,2026-03-02,4471,3000,177877,USD
t002286,2026-03-02,4471,3000,46433,USD
t002287,2026-03-02,1000,1200,160905,USD
t002288,2026-03-02,1000,4471,32125,USD
t002289,2026-03-02,1000,1200,236670,USD
t002290,2026-03-02,2000,1000,9355,USD
t002291,2026-03-02,1000,3000,16025,USD
t002292,2026-03-02,4000,2000,115882,USD
t002293,2026-03-02,1200,3000,114709,USD
t002294,2026-03-02,4000,2000,6678,USD
t002295,2026-03-02,6000,1000,111680,USD
t002296,2026-03-02,4000,1000,7488,USD
t002297,2026-03-02,4000,2000,95169,USD
t002298,2026-03-02,4000,2000,44463,USD
t002299,2026-03-02,2000,1000,44655,USD
t002300,2026-03-02,1200,3000,67103,USD
t002301,2026-03-02,1000,1200,80947,USD
t002302,2026-03-02,4471,3000,9010,USD
t002303,2026-03-02,1000,1200,245308,USD
t002304,2026-03-02,2000,1000,159632,USD
t002305,2026-03-02,4471,3000,140698,USD
t002306,2026-03-02,1000,3000,13655,USD
t002307,2026-03-02,4000,2000,104245,USD
t002308,2026-03-02,4000,2000,199794,USD
t002309,2026-03-02,1000,3000,6745,USD
t002310,2026-03-02,1000,1200,6604,USD
t002311,2026-03-02,1000,1200,168676,USD
t002312,2026-03-02,6000,1000,138186,USD
t002313,2026-03-02,6000,1000,31172,USD
t002314,2026-03-02,4000,1000,79386,USD
t002315,2026-03-02,4471,3000,7252,USD
t002316,2026-03-02,4000,2000,137362,USD
t002317,2026-03-02,4000,1000,2933,USD
t002318,2026-03-02,1000,3000,61192,USD
t002319,2026-03-02,1000,3000,52610,USD
t002320,2026-03-03,4000,1000,237710,USD
t002321,2026-03-03,1200,3000,175254,USD
t002322,2026-03-03,2000,1000,213196,USD
t002323,2026-03-03,1000,1200,220011,USD
t002324,2026-03-03,1000,3000,9474,USD
t002325,2026-03-03,1000,1200,179087,USD
t002326,2026-03-03,1000,1200,8776,USD
t002327,2026-03-03,2000,1000,7303,USD
t002328,2026-03-03,2000,1000,9395,USD
t002329,2026-03-03,2000,1000,239452,USD
t002330,2026-03-03,6000,1000,153729,USD
t002331,2026-03-03,4000,2000,1182,USD
t002332,2026-03-03,4000,2000,138942,USD
t002333,2026-03-03,4000,1000,4158,USD
t002334,2026-03-03,1000,1200,80180,USD
t002335,2026-03-03,1000,1200,9098,USD
t002336,2026-03-03,2000,1000,28790,USD
t002337,2026-03-03,4000,2000,192205,USD
t002338,2026-03-03,2000,1000,7234,USD
t002339,2026-03-03,6000,1000,151959,USD
t002340,2026-03-03,4471,3000,95093,USD
t002341,2026-03-03,4471,3000,209263,USD
t002342,2026-03-03,4000,1000,144987,USD
t002343,2026-03-03,2000,1000,3821,USD
t002344,2026-03-03,1000,3000,169626,USD
t002345,2026-03-03,4000,2000,237892,USD
t002346,2026-03-03,1000,3000,5699,USD
t002347,2026-03-03,6000,1000,101318,USD
t002348,2026-03-03,1000,3000,53003,USD
t002349,2026-03-03,4471,3000,47402,USD
t002350,2026-03-03,1000,4471,249349,USD
t002351,2026-03-03,4000,1000,209851,USD
t002352,2026-03-03,1000,4471,8895,USD
t002353,2026-03-03,1000,1200,4218,USD
t002354,2026-03-03,6000,1000,9017,USD
t002355,2026-03-03,4000,2000,78207,USD
t002356,2026-03-03,4000,2000,83284,USD
t002357,2026-03-03,6000,1000,214575,USD
t002358,2026-03-03,1000,3000,7791,USD
t002359,2026-03-03,4000,2000,163994,USD
t002360,2026-03-04,2000,1000,795,USD
t002361,2026-03-04,4000,2000,137244,USD
t002362,2026-03-04,6000,1000,26661,USD
t002363,2026-03-04,1000,1200,2102,USD
t002364,2026-03-04,4000,2000,110663,USD
t002365,2026-03-04,1000,3000,229695,USD
t002366,2026-03-04,4000,1000,142871,USD
t002367,2026-03-04,1200,3000,181736,USD
t002368,2026-03-04,2000,1000,8994,USD
t002369,2026-03-04,2000,1000,94715,USD
t002370,2026-03-04,4000,2000,163429,USD
t002371,2026-03-04,1000,3000,7896,USD
t002372,2026-03-04,1000,1200,118402,USD
t002373,2026-03-04,1000,4471,107487,USD
t002374,2026-03-04,1000,1200,236286,USD
t002375,2026-03-04,1000,1200,142837,USD
t002376,2026-03-04,6000,1000,18784,USD
t002377,2026-03-04,4000,2000,3816,USD
t002378,2026-03-04,6000,1000,99024,USD
t002379,2026-03-04,1000,1200,19943,USD
t002380,2026-03-04,1200,3000,59405,USD
t002381,2026-03-04,6000,1000,80139,USD
t002382,2026-03-04,6000,1000,1835,USD
t002383,2026-03-04,1000,1200,93063,USD
t002384,2026-03-04,1000,3000,134253,USD
t002385,2026-03-04,1200,3000,223593,USD
t002386,2026-03-04,2000,1000,6789,USD
t002387,2026-03-04,4000,1000,9638,USD
t002388,2026-03-04,1000,1200,7466,USD
t002389,2026-03-04,4000,2000,128117,USD
t002390,2026-03-04,4471,3000,91865,USD
t002391,2026-03-04,6000,1000,22174,USD
t002392,2026-03-04,1200,3000,8208,USD
t002393,2026-03-04,1000,3000,238487,USD
t002394,2026-03-04,1000,4471,165933,USD
t002395,2026-03-04,1000,4471,28671,USD
t002396,2026-03-04,1000,3000,4905,USD
t002397,2026-03-04,6000,1000,103754,USD
t002398,2026-03-04,1000,3000,6467,USD
t002399,2026-03-04,1200,3000,157652,USD
t002400,2026-03-05,1000,3000,43890,USD
t002401,2026-03-05,2000,1000,110239,USD
t002402,2026-03-05,2000,1000,7532,USD
t002403,2026-03-05,4000,1000,73588,USD
t002404,2026-03-05,6000,1000,33307,USD
t002405,2026-03-05,1000,3000,5756,USD
t002406,2026-03-05,4000,1000,9389,USD
t002407,2026-03-05,6000,1000,158152,USD
t002408,2026-03-05,6000,1000,198452,USD
t002409,2026-03-05,4471,3000,6519,USD
t002410,2026-03-05,4000,2000,127303,USD
t002411,2026-03-05,1000,3000,219075,USD
t002412,2026-03-05,1000,1200,153377,USD
t002413,2026-03-05,1000,4471,7517,USD
t002414,2026-03-05,4000,2000,177612,USD
t002415,2026-03-05,2000,1000,4384,USD
t002416,2026-03-05,1200,3000,329,USD
t002417,2026-03-05,4000,1000,7526,USD
t002418,2026-03-05,1000,3000,143213,USD
t002419,2026-03-05,2000,1000,200508,USD
t002420,2026-03-05,1000,1200,7450,USD
t002421,2026-03-05,4000,2000,248913,USD
t002422,2026-03-05,4000,2000,509,USD
t002423,2026-03-05,4000,2000,5204,USD
t002424,2026-03-05,1000,3000,191035,USD
t002425,2026-03-05,1000,1200,76777,USD
t002426,2026-03-05,4000,2000,189986,USD
t002427,2026-03-05,4000,2000,130314,USD
t002428,2026-03-05,6000,1000,71109,USD
t002429,2026-03-05,4000,2000,82531,USD
t002430,2026-03-05,4000,2000,181436,USD
t002431,2026-03-05,2000,1000,111456,USD
